a,b,c,d,e,f,g,h,i,FE
3.3,6,5,1,0,2,2,1,0,36.2
3.8,6,5,1,0,2,2,1,0,35.6
3.8,6,6,1,0,2,2,1,0,38.3
4.6,8,6,1,0,2,2,1,0,34.2
2.4,4,5,1,0,2,2,1,0,44.4
2.4,4,5,0,0,2,2,1,0,44.8
3.3,6,5,1,0,2,2,1,0,40.1
3.5,6,7,1,0,2,2,1,0,34.2
3.5,6,5,1,0,2,2,1,0,30.55
4.5,8,5,1,0,2,2,1,0,29.6
4.5,8,5,1,0,2,2,1,0,27.2
5,8,6,1,0,2,2,1,0,29.76
5,8,6,1,0,2,2,1,1,32.67
5,8,6,1,0,2,2,1,1,31.07
4.6,8,4,1,1,1,1,0,0,33.31
3.5,6,6,1,1,2,2,1,0,31.5
3.5,6,6,1,1,2,2,1,0,34.7
3.5,6,6,1,1,2,2,1,0,33
4.6,8,4,1,1,1,1,0,0,33.31
4.2,8,6,0,0,2,2,1,0,24.18
4.7,8,6,0,0,2,2,1,0,25.51
5.5,12,5,1,0,2,1,1,0,21.4
6,12,5,1,0,2,1,1,0,21.4
6,12,5,1,0,2,1,1,0,21.7
5.5,8,7,1,0,2,2,1,0,32
5.5,8,7,1,0,2,2,1,0,29.8
5.5,12,5,1,0,2,1,1,0,23.9
6.3,8,7,1,0,2,2,1,0,24.6
6,12,5,1,0,2,1,1,0,23.1
3.5,6,7,1,0,2,2,1,0,35
4.8,8,7,1,0,2,2,1,1,33.26
4.8,8,7,1,0,2,2,1,1,33.26
4.8,8,7,1,0,2,2,1,1,32.03
6.6,12,8,1,0,2,2,1,0,27.3
6.7,12,6,1,0,2,2,1,0,24.2
3.5,6,6,1,0,2,2,1,0,39.8
2,4,6,0,0,2,2,1,0,40.4
2,4,6,0,0,2,2,1,0,38.87
2,4,6,0,0,2,2,0,0,60.1
2,4,6,0,0,2,2,1,0,37.1
2,4,6,1,0,2,2,1,1,37.8
3,6,6,1,0,2,2,1,1,38.17
3,6,6,1,0,2,2,1,1,36.8
3,6,6,1,0,2,2,1,1,35.54
3,6,6,0,0,2,2,1,1,35.46
3,6,6,1,0,2,2,1,0,38.3
3.6,6,6,1,0,2,2,1,0,37
3,6,6,1,0,2,2,1,0,36.1
3.6,6,6,1,0,2,2,1,0,37.2
2,4,5,0,0,2,2,1,0,43.9
2,4,1,1,0,2,2,1,0,38
2.4,4,1,1,0,2,2,1,0,35.3
2.4,4,5,0,0,2,2,1,0,40.1
1.5,4,5,0,0,2,2,1,0,46.26
1.5,4,5,1,0,2,2,1,0,49.3
1.5,4,5,1,0,2,2,1,0,47.4
2,4,4,1,0,2,2,1,0,42.6
2,4,5,0,0,2,2,1,0,43.5
3.5,6,5,1,0,2,2,1,0,33.3
3.5,6,5,1,0,2,2,1,0,32.35
1.6,4,4,1,0,2,2,1,0,43.5
1.6,4,5,0,0,2,2,1,0,44.2
2,4,4,1,1,2,2,1,0,41.8
2,4,5,0,0,2,2,1,0,42.8
2,4,6,1,0,2,2,1,0,34.7
2.4,4,5,0,0,2,2,1,0,37.22
2.4,4,1,0,0,2,2,1,0,37.49
1.8,4,6,0,0,2,2,1,0,41.8
1.8,4,1,1,0,2,2,1,0,43.26
1.8,4,4,1,0,2,2,1,0,43.7
1.8,4,5,0,0,2,2,1,0,44.8
2.4,4,5,1,0,2,2,1,0,40
2.4,4,5,0,0,2,2,1,0,38.6
2.4,4,4,1,0,2,2,1,0,35.59
2,4,5,1,0,2,2,0,0,37.5
2,4,6,0,0,2,2,0,0,43.1
2,4,6,0,0,2,2,0,0,41.05
2,4,6,1,0,2,2,0,0,38.46
2,4,5,1,0,2,2,0,0,38.2
2.5,4,5,0,0,2,2,0,1,37.07
2.5,4,4,1,0,2,2,0,1,35.92
2.5,4,5,0,0,2,2,1,0,34.14
2.5,4,4,1,0,2,2,1,0,32.91
2.5,4,6,0,0,2,2,1,0,31.8
2,4,6,0,0,2,2,1,0,42.35
2,4,1,1,0,2,2,1,0,41.57
2,4,6,0,0,2,2,1,0,41.71
2,4,1,1,0,2,2,1,0,40.23
1.8,4,4,1,0,2,2,1,0,43.63
1.8,4,5,0,0,2,2,1,0,44.74
2.4,4,4,1,0,2,2,1,0,36.16
2.4,4,5,0,0,2,2,1,0,38.96
2.4,4,5,1,0,2,2,1,0,40.28
2.4,4,5,0,0,2,2,1,0,38.7
2.4,4,4,1,0,2,2,1,0,38.7
2,4,6,0,0,2,2,0,0,60.1
2,4,6,0,0,2,2,0,0,58.54
2.5,5,5,0,0,2,2,1,0,39.57
2.5,5,6,0,0,2,2,1,0,40.02
2.5,5,5,1,0,2,2,1,0,37.6
2.5,5,6,0,0,2,2,1,0,37.5
2.4,5,5,1,0,2,2,1,0,39.35
2.5,5,6,0,0,2,2,1,0,40.4
2.5,5,5,1,0,2,2,1,0,40.6
3,6,6,1,0,2,2,1,0,34.73
3,6,6,0,0,2,2,1,0,32.53
3,6,6,1,0,2,2,1,0,33.72
2.4,4,4,1,0,2,2,1,0,37.07
2.7,6,5,1,0,2,2,1,0,35.9
2,4,6,0,0,2,2,1,0,42
3.2,6,6,1,0,2,2,1,0,36.4
2.9,4,4,1,0,2,2,0,0,34.15
2.9,4,5,0,0,2,2,0,0,35.32
3.7,5,4,1,0,2,2,0,0,31.82
5.3,8,4,1,0,1,1,1,0,27.9
3.7,5,4,1,0,2,2,0,0,27
2.9,4,4,1,0,2,2,0,0,34.3
2.9,4,5,0,0,2,2,0,0,35.5
3.7,5,4,1,0,2,2,0,0,31.6
5.3,8,4,1,0,1,1,1,0,27.9
2.3,4,5,1,1,2,2,0,0,32.82
2.3,4,5,0,1,2,2,0,0,37.7
4,6,5,0,1,1,1,0,0,28.6
4,6,5,1,1,1,1,0,0,28.5
2.9,4,4,1,0,2,2,0,0,34.18
2.9,4,5,0,0,2,2,0,0,35.26
3.7,5,4,1,0,2,2,0,0,31.85
5.3,8,4,1,0,1,1,1,0,27.9
3.7,5,4,1,0,2,2,0,0,27
2.9,4,4,1,0,2,2,0,0,34.3
2.9,4,5,0,0,2,2,0,0,35.5
3.7,5,4,1,0,2,2,0,0,31.6
5.3,8,4,1,0,1,1,1,0,27.9
2.5,4,5,1,0,2,2,1,0,30.17
2.5,4,5,0,0,2,2,1,0,31.7
4,6,5,1,0,2,2,1,0,27.74
4,6,6,0,0,2,2,1,0,27.59
2.5,4,5,1,0,2,2,1,0,30.2
2.5,4,5,0,0,2,2,1,0,31.8
4,6,5,1,0,2,2,1,0,27.79
2.7,4,4,1,0,2,2,1,0,35.43
2.7,4,5,0,0,2,2,1,0,36.15
4,6,5,1,0,2,2,1,0,29.2
4,6,6,0,0,2,2,1,0,25.3
2.9,4,4,1,0,2,2,0,0,32.4
2.9,4,5,0,0,2,2,0,0,34.1
3.7,5,4,1,0,2,2,0,0,31.41
5.3,8,4,1,0,1,1,1,0,26.6
3.7,5,4,1,0,2,2,0,0,29.8
3.7,5,4,1,0,2,2,0,0,29.8
5.3,8,4,1,0,1,1,1,0,26.6
4,6,5,0,1,1,1,0,0,26.2
4,6,5,1,1,1,1,0,0,24.66
2.9,4,4,1,0,2,2,0,0,32.4
2.9,4,5,0,0,2,2,0,0,34.1
3.7,5,4,1,0,2,2,0,0,31.39
5.3,8,4,1,0,1,1,1,0,26.6
3.7,5,4,1,0,2,2,0,0,29.8
3.7,5,4,1,0,2,2,0,0,29.8
5.3,8,4,1,0,1,1,1,0,26.6
4,6,6,0,0,2,2,1,0,26.82
4,6,5,1,0,2,2,1,0,26.65
4,6,5,1,0,2,2,1,0,26.38
2.7,4,5,0,0,2,2,1,0,30.3
4,6,5,1,0,2,2,1,0,28.3
4,6,6,0,0,2,2,1,0,24.4
4.3,6,4,1,0,1,1,0,0,27.81
4.8,8,4,1,0,1,1,1,0,26.23
5.3,8,6,1,0,1,1,1,0,29.37
6.2,8,6,1,0,1,1,1,0,26.1
6,8,1,0,0,1,1,1,0,30.5
5.3,8,6,1,0,1,1,1,0,30.4
3.7,6,4,1,0,1,1,0,0,28.1
4.7,8,5,1,0,1,1,0,0,25.6
3.7,6,4,1,0,1,1,0,0,27.8
4.7,8,5,1,0,1,1,0,0,25.6
5.7,8,5,1,0,1,1,1,0,27.1
4,6,5,1,1,1,1,0,0,27.8
4.6,8,6,1,1,2,1,0,0,29
5.4,8,6,1,0,2,1,0,0,27.04
4.6,8,4,1,0,1,1,0,0,26.78
4.6,8,6,1,1,2,1,0,0,28.46
4.3,6,4,1,0,1,1,0,0,27.85
4.8,8,4,1,0,1,1,1,0,26.21
5.3,8,6,1,0,1,1,1,0,29.36
6.2,8,6,1,0,1,1,1,0,26.1
6,8,1,0,0,1,1,1,0,30.5
5.3,8,6,1,0,1,1,1,0,30.4
5.6,8,5,1,0,2,2,1,0,24.98
5.6,8,5,1,0,2,2,1,0,25.01
4,6,5,1,0,2,2,1,0,25.75
4.6,8,6,1,0,2,2,1,0,28.02
5.7,8,6,1,0,2,2,1,0,25.56
4.3,6,4,1,0,1,1,0,0,24.19
4.8,8,4,1,0,1,1,1,0,24.15
5.3,8,6,1,0,1,1,1,0,29.02
6.2,8,6,1,0,1,1,1,0,25.8
6,8,1,0,0,1,1,1,0,30.3
3.7,6,4,1,0,1,1,0,0,24.4
4.7,8,5,1,0,1,1,0,0,25.6
4.7,8,5,1,0,1,1,1,0,24.5
5.7,8,5,1,0,1,1,1,0,25.4
4,6,5,1,1,1,1,0,0,25.75
4.6,8,6,1,1,2,1,0,0,26.66
5.4,8,6,1,0,2,1,0,0,24.79
4.6,8,6,1,0,2,1,0,0,27.11
4.6,8,4,1,0,1,1,0,0,25.23
4.3,6,4,1,0,1,1,0,0,24.19
4.8,8,4,1,0,1,1,1,0,24.15
5.3,8,6,1,0,1,1,1,0,29.02
6.2,8,6,1,0,1,1,1,0,25.8
6,8,1,0,0,1,1,1,0,30.3
6.2,8,6,1,0,1,1,1,0,25.8
3.5,6,5,1,0,2,2,1,1,28.2
3.7,5,5,0,0,2,2,0,0,25.2
3.7,5,4,1,0,2,2,0,0,25.1
5.3,8,4,1,0,1,1,1,0,22.3
5.6,8,5,1,0,2,2,1,0,23.06
5.6,8,5,1,0,2,2,1,0,23.11
4.6,8,6,1,0,2,2,1,0,26.23
5.7,8,6,1,0,2,2,1,0,23.43
5.7,8,6,1,0,2,2,1,0,24
4.3,6,4,1,0,1,1,0,0,27.6
5.3,8,4,1,0,1,1,1,0,24.3
5.3,8,4,1,0,1,1,1,0,23.3
5.3,8,4,1,0,1,1,1,0,22.76
5.3,8,4,1,0,1,1,1,0,22.9
4.3,6,4,1,0,1,1,0,0,27.6
5.3,8,4,1,0,1,1,1,0,24.3
5.3,8,4,1,0,1,1,1,0,23.3
5.3,8,4,1,0,1,1,1,0,22.76
5.3,8,4,1,0,1,1,1,0,22.9
5.3,8,4,1,0,1,1,1,0,23.3
5.3,8,4,1,0,1,1,1,0,22.9
5.3,8,4,1,0,1,1,1,0,23.3
5.3,8,4,1,0,1,1,1,0,22.9
2,4,4,1,1,2,2,0,0,35
3.3,6,4,1,0,1,1,0,0,33.1
3.8,6,6,1,0,1,1,0,0,31.9
4,6,6,1,0,2,2,0,0,35.2
3.3,6,4,1,0,1,1,0,0,33.1
3.8,6,6,1,0,1,1,0,0,31.9
4,6,6,1,0,2,2,0,0,35.2
3.5,6,5,1,0,2,2,1,0,35.5
3.5,6,5,1,0,2,2,1,0,32.4
3.8,6,5,1,0,2,2,1,0,32.4
3.8,6,5,1,0,2,2,1,0,32.4
2.3,4,5,0,0,2,2,1,0,39.2
2.3,4,5,1,0,2,2,1,0,38.1
3.5,6,5,1,0,2,2,1,0,34
3.8,6,6,1,0,1,1,0,0,31.9
4,6,6,1,0,2,2,0,0,35.2
3.5,6,5,1,0,2,2,1,0,29.2
2.3,4,5,1,0,2,2,1,1,34.4
3.6,6,6,1,0,2,2,1,0,33
6.2,8,6,1,0,1,1,1,0,28.4
6,8,1,0,0,1,1,1,0,30.5
6.2,8,6,1,0,1,1,1,0,28.4
3,6,6,1,0,2,2,1,0,34.5
5.3,8,6,1,0,1,1,1,0,28.99
6.2,8,6,1,0,1,1,1,0,26
5.3,8,6,1,0,1,1,1,0,28.99
6.2,8,6,1,0,1,1,1,0,26
5.3,8,6,1,0,1,1,1,0,28.99
6,8,1,0,0,1,1,1,0,30.5
2.4,4,6,1,0,2,2,1,0,45.1
3,6,6,1,0,2,2,1,0,34.55
2,4,4,1,0,2,2,1,0,40.3
2,4,5,0,0,2,2,1,0,40.6
2.2,4,4,1,0,2,2,1,0,42.4
2.2,4,5,0,0,2,2,1,0,45
2.4,4,5,0,0,2,2,1,0,41.9
2.4,4,4,1,0,2,2,1,0,41.5
2.2,4,4,1,0,2,2,1,0,42.4
2.2,4,5,0,0,2,2,1,0,45
2.4,4,5,0,0,2,2,1,0,41.9
2.4,4,4,1,0,2,2,1,0,41.5
3.6,6,6,1,0,2,2,1,0,33
2.4,4,4,1,0,2,2,0,0,34.1
2.4,4,4,1,0,2,2,1,0,35
3.5,6,6,1,0,2,2,0,0,33.2
3.7,6,4,1,0,1,1,0,0,30.5
4,6,5,1,0,2,2,0,0,29.4
3.5,6,6,1,1,2,2,0,0,34.2
2.5,4,6,1,0,2,2,1,0,39.2
2.5,4,5,0,0,2,2,1,0,38.6
3,6,6,1,0,2,2,1,0,34.8
2.5,4,1,0,0,2,2,1,0,42.9
5.4,8,6,1,0,2,1,0,0,27
4,6,5,1,1,1,1,0,0,27.8
4.6,8,6,1,1,2,1,0,0,29
3.5,6,6,1,1,2,2,0,0,34.2
3.6,6,6,1,0,2,2,1,0,33
5.3,8,6,1,0,1,1,1,0,28.99
6.2,8,6,1,0,1,1,1,0,28.4
6,8,1,0,0,1,1,1,0,30.5
5.3,8,6,1,0,1,1,1,0,28.99
6.2,8,6,1,0,1,1,1,0,28.4
6.2,8,6,1,0,1,1,1,0,26
2.4,4,6,1,0,2,2,1,0,45.1
3,6,6,1,0,2,2,1,0,34.55
3.5,6,5,1,0,2,2,1,1,38.3
2.4,4,5,1,0,2,2,1,1,39.2
2.4,4,5,1,0,2,2,1,1,34.3
2.4,4,5,0,0,2,2,1,1,31.9
3.5,6,5,1,0,2,2,1,1,31.95
2.4,4,6,1,0,2,2,1,0,38.6
2.4,4,6,0,0,2,2,1,0,36.7
3.5,6,6,1,0,2,2,1,0,36.4
2.4,4,6,0,0,2,2,1,0,41.6
2.4,4,6,1,0,2,2,1,0,43.23
3.8,6,6,1,0,2,2,1,0,32.5
3.5,6,7,1,0,2,2,1,0,31.5
5.6,8,5,1,0,2,2,1,0,24.2
3.7,6,5,1,0,1,1,0,0,27.2
5.7,8,5,1,0,1,1,1,0,27.1
2,4,5,0,0,2,2,1,0,40.24
2,4,1,1,0,2,2,1,0,38
2.4,4,5,0,0,2,2,1,0,39.2
2.4,4,1,1,0,2,2,1,0,34.7
3.7,6,5,1,0,1,1,0,0,28.8
5.7,8,5,1,0,1,1,1,0,27.1
3.7,6,4,1,0,1,1,0,0,30.5
2,4,5,0,0,2,2,1,0,40.24
2,4,1,1,0,2,2,1,0,38
2.4,4,5,0,0,2,2,1,0,39.2
2.4,4,1,1,0,2,2,1,0,34.7
3.8,6,4,1,0,1,1,0,0,28.2
3.8,6,5,1,0,2,2,1,0,29.5
4.6,8,6,1,0,2,2,1,0,29.9
2,4,4,1,0,2,2,1,0,34.5
2,4,5,0,0,2,2,1,0,35.3
2.7,6,4,1,0,2,2,0,0,32.7
3.5,6,6,1,0,2,2,1,0,34.5
3.5,6,1,0,0,2,2,1,0,39.1
3.5,6,6,1,1,2,2,1,0,32.2
3.5,6,6,1,1,2,2,0,0,34.2
5.4,8,6,1,0,2,1,0,0,27
2.3,4,6,1,0,2,2,1,0,34.7
2.5,4,5,1,0,2,2,1,0,38.6
3.7,6,6,1,0,2,2,1,0,30.5
2.5,4,5,0,0,2,2,1,0,38.6
2.5,4,6,1,0,2,2,1,0,39.2
3,6,6,1,0,2,2,1,0,34.8
2.5,4,1,0,0,2,2,1,0,42.9
3.5,6,7,1,0,2,2,1,0,30.6
3.5,6,7,1,0,2,2,1,0,28.7
2.5,4,6,1,0,2,2,1,0,39.2
3,6,6,1,1,2,2,1,0,34.8
2.5,4,1,0,0,2,2,1,0,42.9
4,6,5,1,1,1,1,0,0,27.8
4.6,8,6,1,1,2,1,0,0,29
2.4,4,1,0,0,2,2,1,0,37.98
3,6,6,1,0,2,2,0,1,35.29
3.8,6,4,1,0,2,2,0,1,29.81
5.6,8,5,1,0,2,2,1,0,24.95
5.6,8,5,1,0,2,2,1,0,25.2
3.5,6,1,1,0,2,2,1,0,32.41
4,6,5,1,0,2,2,1,0,29.9
4,6,5,1,0,2,2,1,0,30.94
2.5,4,1,1,0,2,2,1,0,38.03
4,6,6,0,0,2,2,1,0,28.05
4,6,5,1,0,2,2,1,0,28.65
3.6,6,6,1,0,2,2,1,0,33
2.4,4,4,1,0,2,2,1,0,37
3.6,6,6,1,0,2,2,1,0,33
3.6,6,6,1,0,2,2,1,0,33.2
2.4,4,4,1,0,2,2,1,0,45.3
2.4,4,5,0,0,2,2,1,0,35.81
2.4,4,4,1,0,2,2,1,0,34.28
3.2,6,5,1,0,2,2,1,0,33.76
2.7,4,4,1,0,2,2,1,0,31.7
4,6,5,1,0,2,2,1,0,31.4
4,6,5,1,0,2,2,1,0,30.2
2.7,4,6,1,0,2,2,1,0,37.8
3.5,6,5,1,0,2,2,1,0,33.1
2.5,4,4,1,0,2,2,1,0,39.7
3.5,6,5,1,0,2,2,1,0,37.35
4.6,8,6,1,0,2,2,1,0,26.55
5.7,8,6,1,0,2,2,1,0,25.62
2.7,4,6,1,0,2,2,1,0,40.6
3.5,6,6,1,0,2,2,1,0,36.6
2,4,6,0,0,2,2,1,0,34.1
2,4,6,0,0,2,2,1,0,36.2
3.2,6,6,1,0,2,2,1,0,36.4
3.2,6,6,1,0,2,2,1,0,29.7
3.5,6,6,1,0,2,2,1,1,28.7
2.3,4,5,1,0,2,2,1,1,31.9
3.7,6,6,1,0,2,2,1,1,31.6
3.2,6,6,0,0,2,2,1,1,30.7
3,6,6,0,0,2,2,0,0,33.2
3.6,6,6,0,0,2,2,1,0,26.11
4.2,8,6,1,0,2,2,1,0,24.6
4.4,8,7,1,0,2,2,1,0,26.6
3,6,6,1,0,2,2,1,1,33
3,6,6,0,0,2,2,1,1,33.6
3,6,6,1,0,2,2,1,1,29.6
3,6,6,1,0,2,2,0,0,36.56
4.8,8,6,1,0,2,2,1,1,26.79
4.4,8,6,1,0,2,2,1,0,23.15
3,6,6,1,0,2,2,1,0,29.5
4.4,8,6,1,0,2,2,1,0,24.9
4.4,8,6,1,0,2,2,1,0,23.15
3.6,6,6,1,0,2,2,1,0,30.9
6.2,8,6,1,0,1,1,1,0,27.4
2.8,6,6,1,0,2,2,1,0,30.3
3,6,6,1,0,2,2,1,0,31.3
2.4,4,6,1,0,2,2,1,0,40.3
3,6,6,1,0,2,2,1,0,33.1
5.3,8,6,1,0,1,1,1,0,29
6,8,1,0,0,1,1,1,0,30.3
3.6,6,6,1,0,2,2,1,0,31.6
3.5,6,6,1,0,2,2,0,0,31.9
3.7,6,4,1,0,1,1,0,0,28.5
4,6,5,1,0,2,2,0,0,28.4
3.5,6,6,1,1,2,2,0,0,31.4
2.5,4,6,1,0,2,2,1,0,36.03
3,6,6,1,0,2,2,1,0,31.39
2.5,4,1,0,0,2,2,1,0,37.9
5.4,8,6,1,1,2,1,0,0,23.9
4,6,5,1,1,1,1,0,0,25.75
4.6,8,6,1,1,2,1,0,0,26.66
3.5,6,6,1,1,2,2,0,0,30.38
3.5,6,6,1,1,2,2,1,0,30.2
3.6,6,6,1,0,2,2,1,0,31.6
5.3,8,6,1,0,1,1,1,0,29
6,8,1,0,0,1,1,1,0,30.3
6.2,8,6,1,0,1,1,1,0,27.4
2.4,4,6,1,0,2,2,1,0,40.3
3,6,6,1,0,2,2,1,0,33.1
3.5,6,5,1,0,2,2,1,1,34.6
2.4,4,5,1,0,2,2,1,1,37.71
2.4,4,5,0,0,2,2,1,1,31.3
2.4,4,5,1,0,2,2,1,1,33.5
3.5,6,5,1,0,2,2,1,1,30.5
3.7,5,5,0,0,2,2,0,0,25.2
3.7,5,4,1,0,2,2,0,0,25.1
5.3,8,4,1,0,1,1,1,0,22.3
2.4,4,6,1,0,2,2,1,0,37.6
3.5,6,6,1,0,2,2,1,0,36
2.4,4,6,1,0,2,2,1,0,39.2
2.4,4,6,0,0,2,2,1,0,38.6
3.8,6,6,1,0,2,2,1,0,31.1
3.5,6,7,1,0,2,2,1,0,29.77
5,8,7,1,0,2,2,1,1,27.25
5.6,8,5,1,0,2,2,1,0,23.6
3.7,6,5,1,0,1,1,0,0,26.6
5.7,8,5,1,0,1,1,1,0,26
2.4,4,5,0,0,2,2,1,0,38.6
2.4,4,1,1,0,2,2,1,0,33.6
3.7,6,5,1,0,1,1,0,0,27.5
5.7,8,5,1,0,1,1,1,0,26
6.1,8,5,1,0,1,1,0,0,20.9
3.7,6,4,1,0,1,1,0,0,28.5
2.4,4,5,0,0,2,2,1,0,38.6
2.4,4,1,1,0,2,2,1,0,33.6
2.4,4,1,1,0,2,2,1,0,33.6
3.8,6,6,1,0,1,1,0,0,26.16
3.8,6,4,1,0,1,1,0,0,26.56
3.8,6,5,1,0,2,2,1,0,29.3
4.6,8,6,1,0,2,2,1,0,28.4
2,4,5,0,0,2,2,1,0,33.4
2.7,6,4,1,0,2,2,0,0,31.3
3.2,6,6,1,0,2,2,1,1,30.35
5,8,6,1,0,2,2,1,1,23.82
5,8,6,1,0,2,2,1,0,24.57
5,8,6,1,0,2,2,1,1,25.51
5,8,6,1,0,2,2,1,0,23.57
5,8,6,1,0,2,2,1,1,24.79
4.6,8,6,1,0,2,2,1,0,28.3
5.7,8,6,1,0,2,2,1,0,24.15
3.5,6,6,1,0,2,2,1,0,33.79
3.5,6,1,0,0,2,2,1,0,38.72
3.5,6,6,1,1,2,2,1,0,29.98
3.5,6,6,1,1,2,2,1,0,30.2
3.5,6,6,1,1,2,2,0,0,31.4
2.3,4,6,1,0,2,2,1,0,31.7
3.7,6,6,1,0,2,2,1,0,28.7
2.5,4,6,1,0,2,2,1,0,37
3,6,6,1,0,2,2,1,0,32.1
2.5,4,1,0,0,2,2,1,0,37.9
5.4,8,5,1,0,2,1,1,0,20.7
5.5,8,7,1,0,2,2,1,0,20.1
3,6,7,1,0,2,2,1,0,31.5
4.7,8,7,1,0,2,2,1,0,23.8
5.5,8,7,1,0,2,2,1,0,23.2
3.5,6,7,1,0,2,2,1,0,28.67
3.5,6,7,1,0,2,2,1,0,27.3
3,6,7,1,0,2,2,1,0,34.4
5.5,8,7,1,0,2,2,1,0,24.6
6.3,8,7,1,0,2,2,1,0,19.7
3.5,6,8,0,0,2,2,1,0,33.7
3.5,6,7,1,0,2,2,1,0,25.8
3,6,7,1,0,2,2,1,0,33.3
2.5,4,6,1,0,2,2,1,0,36.03
3,6,6,1,0,2,2,1,0,31.39
2.5,4,1,0,0,2,2,1,0,37.9
4,6,5,1,1,1,1,0,0,25.75
4.6,8,6,1,1,2,1,0,0,26.66
2.4,4,1,0,0,2,2,1,0,35.24
3,6,6,1,0,2,2,0,1,32.95
3.8,6,4,1,0,2,2,0,1,26.9
5.6,8,5,1,0,2,2,1,0,24.19
5.6,8,5,1,0,2,2,1,0,24.15
3.5,6,1,1,0,2,2,1,0,31.71
4,6,5,1,0,2,2,1,0,27.23
5.6,8,5,1,0,2,2,1,0,24.3
2.5,4,1,1,0,2,2,1,0,35.86
4,6,6,0,0,2,2,1,0,27.18
4,6,5,1,0,2,2,1,0,27.57
3.6,6,6,1,0,2,2,1,1,27.58
3.6,6,6,0,0,2,2,1,1,28.11
4.8,8,6,1,0,2,2,1,1,25.56
4.8,8,6,0,0,2,2,1,1,23.58
4.8,8,6,1,0,2,2,1,1,26.39
4.8,8,6,0,0,2,2,1,1,23.58
4.8,8,6,1,0,2,2,1,1,25.78
4.8,8,6,1,0,2,2,1,1,25.78
4.8,8,6,1,0,2,2,1,1,25.78
3.6,6,6,1,0,2,2,1,0,31.6
3.5,6,6,1,0,1,1,1,0,32.2
3.6,6,6,1,0,2,2,1,0,32.1
3.6,6,6,1,0,2,2,1,0,32.6
2.5,4,5,0,0,2,2,0,1,37.07
2.5,4,4,1,0,2,2,0,1,35.92
2.5,4,4,1,0,2,2,1,0,32.91
2.5,4,1,1,0,2,2,0,1,40.08
2.5,4,6,0,0,2,2,0,1,37.06
3.6,6,5,1,0,2,2,0,1,34.27
3.6,6,5,1,0,2,2,0,1,29.5
2.4,4,5,0,0,2,2,1,0,34.25
2.4,4,4,1,0,2,2,1,0,32.28
3.2,6,5,1,0,2,2,1,0,32.27
4,6,5,1,0,2,2,1,0,30
4,6,5,1,0,2,2,1,0,30
4,6,5,1,0,2,2,1,0,28.92
4,6,6,0,0,2,2,1,0,26.81
3.5,6,5,1,0,2,2,1,0,31.3
3.3,6,1,0,0,2,2,1,0,35
5.7,8,6,1,0,2,2,1,0,24.75
2.5,4,4,1,0,2,2,1,0,38.38
3.5,6,5,1,0,2,2,1,0,35.75
4.6,8,6,1,0,2,2,1,0,24.87
5.7,8,6,1,0,2,2,1,0,24.5
5.7,8,6,1,0,2,2,1,0,24.22
2.7,4,6,1,0,2,2,1,0,38.7
3.5,6,6,1,0,2,2,1,0,35
2,4,6,0,0,2,2,1,0,33.3
3,6,6,0,0,2,2,0,0,34.4
3.6,6,6,0,0,2,2,1,0,26.11
3,6,6,1,0,2,2,1,0,29.79
3.2,6,6,1,0,2,2,1,0,30.49
3,6,6,1,0,2,2,1,0,29.79
3.2,6,6,1,0,2,2,1,0,30.49
3.2,6,6,1,0,2,2,1,0,29.74
4.4,8,6,1,0,2,2,1,0,26.2
